url,title,status,finger
http://wxpay.gdpost.com.cn:8010,404 Not Found,404,{'Nginx'}
http://beebox-pay.183gz.com.cn,,404,{'Nginx'}
http://11185.gdpost.com.cn,广东邮政欢迎你,200,{'Nginx'}
http://zhh.gdpost.com.cn:8001,,200,{'Nginx'}
http://202.105.44.4:8001,,200,{'Nginx'}
http://gdyjs.dg11185.com,全国邮政电子商务运营中心,200,{'Tengine'}
http://cpweixin.dg11185.com,,404,"{'Tengine', 'PHP'}"
https://jygk.shenzhenpost.com.cn,404 Not Found,404,{'Nginx'}
http://yz.gdems.com:81,,200,{'Nginx'}
http://jygl.gdwyj.cn:8001,,200,{'Nginx'}
http://202.105.44.81,Welcome to nginx!,200,set()
http://202.105.44.4:8010,404 Not Found,404,{'Nginx'}
http://img.bkdy.dg11185.com,403 Forbidden,403,{'Tengine'}
http://local.gdzybx.com:10000,,400,set()
https://202.105.44.56,,503,set()
https://ichsh.com.cn,403 Forbidden,403,{'Nginx'}
http://www.gdems.com,EMS广东快递代收货款、COD货到付款，自助服务系统,200,"{'Nginx', 'jQuery'}"
http://wx.gdems.com:8080,,200,{'Nginx'}
http://www.ichsh.cn,全国邮政电子商务运营中心,200,{'Nginx'}
https://kuajingyi.gdems.com,403 Forbidden,403,{'Nginx'}
http://yz.gdems.com:8443,403 Forbidden,403,{'Nginx'}
https://file1.weiyoutong.cn,403 Forbidden,403,{'Nginx'}
https://11185.gdwyj.cn,404 Not Found,404,{'Nginx'}
https://www.emspost.com.cn,中国邮政速递物流微服务,200,{'Nginx'}
http://www.gdwyj.cn:8001,,200,{'Nginx'}
http://jygl.gdpost.com.cn:8010,404 Not Found,404,{'Nginx'}
http://fs.gdpost.com.cn,,200,set()
http://11185.gdwyj.cn:8010,404 Not Found,404,{'Nginx'}
http://202.105.44.34,,200,set()
https://202.105.44.29,页面出错了,404,{'Nginx'}
https://chatlt.dg11185.com,,404,"{'Nginx', 'PHP'}"
http://202.105.44.21:7086,,404,"{'Apache Tomcat', 'Java'}"
http://uyuedu.com,TestPage184,403,set()
http://www.emspost.com.cn:8080,中国邮政速递物流微服务,200,{'Nginx'}
http://ghzx.gdems.com,关邮e通,200,"{'jQuery', 'Bootstrap', 'Nginx'}"
http://chatlt.dg11185.com,403 Forbidden,403,{'Nginx'}
http://ckapi.kjy.cn:8014,403 - 禁止访问: 访问被拒绝。,403,"{'Microsoft ASP.NET', 'IIS', 'Windows Server'}"
http://gd.chinapost.com.cn,广东邮政分公司 - 广东邮政分公司,200,{'jQuery'}
http://img.mypost.dg11185.com,403 Forbidden,403,{'Tengine'}
http://wx.gdems.com,,200,{'Nginx'}
http://dywpay.ichsh.com.cn,403 Forbidden,403,{'Nginx'}
http://61.144.88.254:7992,,404,{'Microsoft HTTPAPI'}
http://wxpay.gdpost.com.cn:8001,,200,{'Nginx'}
http://api.zhyj.dgzyyz.com,,404,{'Nginx'}
http://dcjupload.szhkhui.com:8088,,478,set()
http://wl.dgemswx.com.cn:8081,,400,set()
http://gzxsjdy.183gz.com.cn,403 Forbidden,403,{'Nginx'}
http://202.105.44.50:9910,金融经营管理驾驶舱,200,{'Nginx'}
http://test1.kjy.cn,,404,{'Microsoft HTTPAPI'}
http://wsc01.183gz.com.cn,,403,{'Nginx'}
http://202.105.44.94,,200,{'Nginx'}
https://www.ichsh.cn,403 Forbidden,403,{'Nginx'}
https://heze.ichsh.cn,403 Forbidden,403,{'Nginx'}
https://youzheng.gdems.com,403 Forbidden,403,{'Nginx'}
https://ssapp.shenzhenpost.com.cn,403 Forbidden,403,{'Nginx'}
http://heze.ichsh.cn,403 Forbidden,403,{'Nginx'}
http://202.105.44.82,403 Forbidden,403,{'Nginx'}
http://202.105.44.95:8080,,404,set()
http://121.33.215.90:8013,,200,"{'Font Awesome', 'IIS', 'Windows Server', 'Bootstrap', 'Microsoft ASP.NET', 'animate.css', 'Nginx', 'jQuery'}"
https://img.emspost.com.cn,404 Not Found,404,{'Nginx'}
https://dg11185.admin.ichsh.com.cn,403 Forbidden,403,{'Nginx'}
http://jsx.emspost.com.cn,403 Forbidden,403,{'Nginx'}
